0.61458695	-1.5933756	0.37063277	-0.42621997	-1.094513	-1.323134	4.5765905	-0.3727414	2.4976115	-1.2540542	-0.74358183	1.4749328	3.9972599	-0.78732264	-1.3091508	-1.920584	-2.438101	7.527151	0.63789445	-1.6931963	-2.2021694	-0.078258306	-0.7822543	-5.3390474	-1.0046917	0.9063211	1.3833064	1.1060338	3.0193906	0.6504232	-1.2433827	-1.4253616	0.9717558	0.38903996	-1.3735561	-2.677544	0.85551935	-0.67388004	-1.317524	-0.8510521	3.2171164	0.798865	-3.5681407	-1.1853524	-2.1913974	-0.23341818	-0.8069323	-1.0020239	0.355036	1.3252264	-2.5636413	-0.3080443	-0.26924425	0.7797929	1.9314144	-2.8047042	1.9342177	1.7511761	0.84119475	2.2223432	-0.76451266	0.46894464	-0.46047148	2.2793562
1.4870589	0.71156055	4.2359076	-0.5694026	-0.011013428	-3.672032	1.1211637	1.6132808	3.3867455	2.168892	-2.6306872	-0.35140955	0.60012364	-2.582139	-1.9448324	-2.2767444	-2.1352267	-0.98475206	-1.2840369	-0.20305873	1.5552294	-0.25551116	0.16653332	-0.17576872	0.24863717	2.4873857	-1.3197764	-0.65499556	-1.5156535	0.020761749	-0.6570172	-2.1788309	-3.6913035	0.09149732	0.33878586	-1.3067898	-3.3932	-1.1323557	0.35020864	-3.2507505	1.8713791	-0.33889717	0.39280328	1.1078568	-0.8831159	-0.03612889	-2.2703352	3.6135154	1.9139771	0.2883546	-0.3962403	-2.9966447	2.7451475	0.5226955	3.9888299	-4.458157	0.4940996	1.3489164	-1.3760481	-1.9445568	0.9376736	0.4267532	3.529899	-0.08955622
-0.58041584	1.4940649	-0.5527927	-1.32929	0.21400848	0.13665703	1.370266	-1.2710761	-0.41969815	1.2791336	-2.520022	0.41002965	3.0761182	-1.4903358	1.1333855	-2.4136577	-1.8923398	0.8306658	-1.6100239	-4.4756894	-2.3177993	1.354654	1.2788365	1.4862374	0.015724143	-0.6005658	-0.025268735	-0.88731885	1.88336	-0.50229615	-0.7123638	-3.6437292	0.9372897	2.598452	0.49711734	1.0214281	-0.73367774	3.2121756	1.403792	2.5694735	-0.078166805	0.12566441	-1.2251534	4.8488564	0.58488166	0.6180761	-1.0916532	3.5920413	-1.2449744	-3.4108388	1.2272477	-3.9277163	0.54609716	-1.6248913	-0.19137837	-2.437967	-0.5682687	2.1648755	0.06621534	2.3932576	-0.02340829	1.4269918	-1.3703154	1.8822818
2.1302073	0.2433723	0.8711483	-1.8902615	-1.6790234	1.6249138	-0.6030095	-0.2885536	0.05952649	0.22113548	-0.23227248	0.52369326	1.3028653	2.6204643	0.83050793	-1.234449	-0.64291626	-1.6430519	0.7060185	-1.9206682	0.9593853	0.36116493	-0.21078941	-0.72632784	0.38916478	0.9407854	-2.9400342	2.7490554	1.0303864	-2.447269	-3.9775264	-1.9675411	-2.5676446	-0.6507908	-1.3276008	-0.49913898	-1.9359002	-0.36094195	-2.1593974	0.97029805	-0.54028046	-0.70219153	-2.4403117	0.6408769	-2.1371307	0.9084172	-0.5310656	4.4587197	-1.260702	-0.57828575	-0.7836223	-0.51429147	-1.2672201	-2.8811584	0.23431328	-1.7161025	-2.127146	2.7001746	-1.4577067	4.7485533	-1.5656614	1.6950608	-0.006055448	3.1877162
0.30468437	2.000598	0.8717956	1.3478934	-1.7882404	-1.0710375	-2.3049788	-2.1388829	0.87855357	-2.0526881	-0.651574	1.4968969	-0.073397405	-1.3323623	0.35791057	0.6608022	-1.9779882	0.96872723	1.2070155	-3.6692798	0.102035105	-1.5850155	-0.36675903	-2.631816	-0.9433695	-1.149183	-3.0042984	0.6434758	1.4154518	-0.922553	0.35128155	-3.9795685	0.041693665	-2.1718502	1.2915776	-1.8493767	1.2707969	-1.8265059	0.14631769	-1.2761334	-0.33165583	-1.4590899	-1.4716265	0.5169579	-4.051643	-0.27978468	2.696187	3.9580734	2.2796063	0.92832613	-1.0348903	-0.59565634	0.016711269	-2.5352542	0.5512479	-0.05806923	-1.1334151	1.1129032	-0.13175228	1.1892942	-1.2437378	0.9892519	1.974302	0.46440724
1.6071223	-1.0725516	-1.0901339	0.5737693	-1.8075761	-0.766447	-0.049246833	0.07362461	0.9680252	0.89410555	-1.3118653	2.8512712	0.7305775	1.280186	-0.98556584	-3.2549524	0.33998373	-0.8168821	-0.08061841	-1.4826941	1.3924097	0.78695357	0.6129691	2.9357748	1.6961784	-1.3338914	3.0671065	1.1967819	-0.46182787	-4.2459254	-1.4801815	-2.5817478	0.06733326	0.404674	-0.23135647	-0.48784503	-1.0440834	3.848149	-2.156985	-2.5077996	2.3025155	-0.88281864	-0.7021718	3.8653386	1.2447344	1.558516	-1.4962443	3.881391	3.4225187	-0.8239032	0.6911153	0.3961457	-0.8752839	-0.31956178	1.240148	-1.8939276	0.6846099	2.8279965	1.5013628	3.46197	2.09025	2.222224	1.4609362	-0.26515606
1.1696277	1.222329	-0.8286241	1.437332	-0.8741206	-2.628735	-0.9835377	-1.385124	3.5065534	1.5615492	2.6805544	3.8987901	1.0893539	3.9081075	1.1626995	-3.5856884	-1.2425112	0.5343378	-2.908945	0.15553762	1.9827756	3.1645699	0.1378758	0.40037116	-1.8504976	1.4162002	0.87365544	0.5534614	1.8432406	1.4775763	0.9561339	-1.4919384	-1.4953046	0.6935232	-0.23092307	2.6578805	1.1942078	-3.9347663	0.5420238	2.773437	2.3085978	-0.35078174	3.2363505	1.838365	-4.8330107	-2.5017054	-1.5581297	3.1380894	-0.44913167	0.83182573	1.760523	-0.7892387	-1.4043118	-1.1450082	-1.1400348	0.2453577	-0.82839257	-2.6451166	-0.36062366	1.3843465	-0.6099039	-0.13696219	0.7150486	2.1164372
0.34558344	2.4740999	1.9172375	0.20181765	-2.0810335	-1.76917	0.19812338	0.007992996	-1.2223262	3.9505892	-4.4820395	2.5179517	0.80437183	-0.64616346	0.43281808	-2.1688743	-0.32987264	-1.3651042	0.5580458	-1.4377699	0.6021839	-2.5528946	-1.3449957	0.9396868	-1.0743105	-0.83781165	-0.9740236	-0.048655216	-0.56553763	-2.5558317	-1.4076853	-0.6395357	-0.9565165	-0.22261184	2.612174	1.289143	-3.5411232	0.9285888	-3.6955895	3.219129	0.73341423	-1.126361	2.242346	3.3086965	-0.618388	2.216962	0.24195063	2.565438	-2.0199184	-0.501779	-1.7100283	-1.6407099	0.86546457	-1.9031957	1.8056886	-2.4027457	0.78461343	4.2099614	2.8018596	3.701699	2.1133387	1.8843794	0.80590534	2.5937903
-0.85697854	0.19810869	3.9347875	0.21276283	0.32817137	0.55851287	1.2298973	-2.7049904	2.9332728	-0.28953156	-3.141326	0.5194657	1.6544312	1.483335	0.02154666	0.32678816	-1.770898	4.1515856	1.0663882	-2.309044	2.631344	1.3776419	1.1845818	1.8558973	-0.6931168	-0.65861285	-2.9212022	0.9497513	-0.45446405	0.33242783	-0.68421113	-1.0801708	-1.5835387	0.36385593	0.15225682	-0.22897391	-2.028359	-1.0369406	-4.4487557	1.213274	1.8333855	-1.8796802	-0.37496033	2.130808	0.56536734	1.347347	-1.6286322	2.4619353	0.6890342	-0.92066777	-3.227406	-1.6001266	1.1929073	-3.731409	1.7421384	-2.4814055	-1.9758382	0.7344425	-1.0504526	-0.7271957	0.2832906	0.84771025	1.3426287	0.77141356
0.19484411	2.1937394	0.95452935	2.218586	-3.4638753	-0.6850002	-0.80115867	-1.3871648	3.6261938	0.06875792	0.7412797	0.62560076	-0.78253025	3.545431	1.972213	-1.8224833	-0.768758	-0.6880872	0.7465871	-2.5657182	0.23928207	1.0671266	0.32798883	0.8489031	-1.4699003	-0.011555343	-2.1782703	-1.5116043	0.31176782	-0.227249	2.276984	-1.9754423	3.0726552	-0.5749924	-1.4545623	0.35763368	-1.5370245	-3.0059848	-1.8489599	0.654082	4.400759	-0.07810203	2.276802	-1.224634	-1.5210226	0.8532037	1.1399189	-1.5974665	2.5271025	-1.2962388	-3.2337523	0.44171885	-0.48149633	0.28615186	1.5369117	-1.7909633	0.99428594	0.31424585	-0.32957184	1.1961772	-0.2905096	0.57858014	0.009906032	2.7440155
